file_id,species_id,spectrum_index,file_path,analysis_id,sample_id,title,cas,source,instrument,date,resolution,state_text,phase,prep,sampling,x_units,y_units,n_points,x_min,x_max,smiles_raw,smiles_canonical,inchikey,formula,n_fragments,is_multifragment,elements,unusual_elements,has_unusual_elements,n_heavy_atoms,smiles_valid,fg_alkane,fg_methyl,fg_alkene,fg_alkyne,fg_alcohols,fg_amines,fg_nitriles,fg_aromatics,fg_alkyl_halides,fg_esters,fg_ketones,fg_aldehydes,fg_carboxylic_acids,fg_ether,fg_acyl_halides,fg_amides,fg_nitro,fg_aromatic_mono,fg_aromatic_ortho,fg_aromatic_meta,fg_aromatic_para,fg_methylene,fg_methylene_chain_4,fg_alcohol_primary,fg_alcohol_secondary,fg_alcohol_tertiary,fg_phenol,fg_ether_saturated,fg_ether_mixed,fg_ether_aryl,fg_carbonate_organic,fg_ketone_saturated,fg_ketone_aromatic,fg_aldehyde_saturated,fg_aldehyde_aromatic,fg_carboxylic_acid_saturated,fg_carboxylic_acid_aromatic,fg_ester_saturated,fg_ester_aromatic,fg_amide_primary,fg_amide_secondary,fg_amine_primary,fg_amine_primary_saturated,fg_amine_primary_aromatic,fg_amine_secondary,fg_amine_secondary_saturated,fg_amine_secondary_aromatic,fg_alkene_vinyl,fg_alkene_disubstituted,fg_alkene_trisubstituted,fg_alkyne_terminal,fg_alkyne_internal,fg_nitrile_saturated,fg_nitrile_aromatic,fg_ammonium_primary,fg_ammonium_secondary,fg_ammonium_tertiary,fg_carbonyl_any,fg_c_o_single_any,fg_n_h_any,flag_no_xy_data,flag_bad_x_units,flag_bad_y_units,flag_not_condensed,flag_few_points,flag_range_incomplete,flag_no_structure,qc_pass,is_primary_export
C100061_2,C100061,2,data/raw/nist/jdx/C100061_2.jdx,C100061_2,C100061,"Acetophenone, p-methoxy-",100-06-1,COBLENTZ,DOW KBr FOREPRISM-GRATING,1963/04/25,2,"SOLUTION (10% CCl4 FOR 3800-1335, 10% CS2 FOR 1335-400 CM^-^1)",condensed,solution,TRANSMISSION,1/CM,TRANSMITTANCE,3411,390.0,3800.0,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)=O)cc1,NTPLXRHDUXRPNE-UHFFFAOYSA-N,C9H10O2,1,False,C H O,,False,11,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C100061_3,C100061,3,data/raw/nist/jdx/C100061_3.jdx,C100061_3,C100061,"Acetophenone, p-methoxy-",100-06-1,COBLENTZ,DOW KBr FOREPRISM-GRATING,1963/04/25,2,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",condensed,solution,TRANSMISSION,1/CM,TRANSMITTANCE,3410,387.0,3796.0,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)=O)cc1,NTPLXRHDUXRPNE-UHFFFAOYSA-N,C9H10O2,1,False,C H O,,False,11,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
C100062586_0,C100062586,0,data/raw/nist/jdx/C100062586_0.jdx,C100062586_0,C100062586,"3-(2,2,2-trichloro-1,1-dimethylethoxy)-2-benzofuran-1(3H)-one",100062-58-6,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",,,unknown,,,,,0,,,CC(C)(OC1OC(=O)c2ccccc21)C(Cl)(Cl)Cl,CC(C)(OC1OC(=O)c2ccccc21)C(Cl)(Cl)Cl,XFHFPSJKJWQYGG-UHFFFAOYSA-N,C12H11Cl3O3,1,False,C Cl H O,,False,18,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False
C100062677_0,C100062677,0,data/raw/nist/jdx/C100062677_0.jdx,C100062677_0,C100062677,"2-(2,4,5-trichlorophenoxy)propyl 2,2-dichloropropanoate",100062-67-7,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",,,unknown,,,,,0,,,CC(COC(=O)C(C)(Cl)Cl)Oc1cc(Cl)c(Cl)cc1Cl,CC(COC(=O)C(C)(Cl)Cl)Oc1cc(Cl)c(Cl)cc1Cl,FYNTVSDGWGTGOI-UHFFFAOYSA-N,C12H11Cl5O3,1,False,C Cl H O,,False,20,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,False,False
C100096591_0,C100096591,0,data/raw/nist/jdx/C100096591_0.jdx,C100096591_0,C100096591,"Carbanilic acid, 2-tert-butyl-, ethyl ester",100096-59-1,COBLENTZ,BECKMAN IR-4 (HYBRID PRISM-GRATING),1959/03/23,2,SOLID (NUJOL MULL),condensed,mull,TRANSMISSION,1/CM,TRANSMITTANCE,3375,626.0,4000.0,CCOC(=O)Nc1ccccc1C(C)(C)C,CCOC(=O)Nc1ccccc1C(C)(C)C,JMCPSSGDDONVOA-UHFFFAOYSA-N,C13H19NO2,1,False,C H N O,,False,16,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
C100107_1,C100107,1,data/raw/nist/jdx/C100107_1.jdx,C100107_1,C100107,"BENZALDEHYDE, p-DIMETHYLAMINO-",100-10-7,COBLENTZ,DOW KBr FOREPRISM-GRATING,1964/01/22,2,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-450 CM^-^1)",condensed,solution,TRANSMISSION,1/CM,TRANSMITTANCE,3809,448.185,3792.45,CN(C)c1ccc(C=O)cc1,CN(C)c1ccc(C=O)cc1,BGNGWHSBYQYVRX-UHFFFAOYSA-N,C9H11NO,1,False,C H N O,,False,11,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
C100120216_0,C100120216,0,data/raw/nist/jdx/C100120216_0.jdx,C100120216_0,C100120216,"2-(4-CHLORO-O-TOLOXY)ETHYL Alpha,Alpha-DICHLOROPROPIONATE",100120-21-6,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",condensed,solution,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2025,629.5524511624686,4835.58994197292,Cc1cc(Cl)ccc1OCCOC(=O)C(C)(Cl)Cl,Cc1cc(Cl)ccc1OCCOC(=O)C(C)(Cl)Cl,YXRNUAFSOKLXCL-UHFFFAOYSA-N,C12H13Cl3O3,1,False,C Cl H O,,False,18,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C100123384_0,C100123384,0,data/raw/nist/jdx/C100123384_0.jdx,C100123384_0,C100123384,"4-P-BROMOANILINO-6-METHYL-1,3,3a,7-TETRAZAINDENE",100123-38-4,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,SOLID (KBr PRESSING),condensed,kbr,TRANSMISSION,MICROMETERS,TRANSMITTANCE,1971,626.7234895963901,4780.114722753346,Cc1cc(Nc2ccc(Br)cc2)n2ncnc2n1,Cc1cc(Nc2ccc(Br)cc2)n2ncnc2n1,VSCXKFCALANVFG-UHFFFAOYSA-N,C12H10BrN5,1,False,Br C H N,,False,18,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
C100129_0,C100129,0,data/raw/nist/jdx/C100129_0.jdx,C100129_0,C100129,P-ETHYL NITRO BENZENE,100-12-9,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRON)",condensed,solution,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2131,629.0890790135883,4995.004995004995,CCc1ccc([N+](=O)[O-])cc1,CCc1ccc([N+](=O)[O-])cc1,RESTWAHJFMZUIZ-UHFFFAOYSA-N,C8H9NO2,1,False,C H N O,,False,11,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
C100136116_0,C100136116,0,data/raw/nist/jdx/C100136116_0.jdx,C100136116_0,C100136116,"2-METHYL-2-(2,4,5-TRICHLOROPHENOXY)ETHYL 2,2,3-TRICHLOROPROPIONATE",100136-11-6,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",condensed,solution,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2128,628.6659080764709,4930.966469428008,CC(COC(=O)C(Cl)(Cl)CCl)Oc1cc(Cl)c(Cl)cc1Cl,CC(COC(=O)C(Cl)(Cl)CCl)Oc1cc(Cl)c(Cl)cc1Cl,RZTWAUXNHFCSKX-UHFFFAOYSA-N,C12H10Cl6O3,1,False,C Cl H O,,False,21,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C100141308_0,C100141308,0,data/raw/nist/jdx/C100141308_0.jdx,C100141308_0,C100141308,"Acetanilide, 2-chloro-4-tert-butyl-",100141-30-8,COBLENTZ,BECKMAN IR-4 (HYBRID PRISM-GRATING),1959/06/12,2,SOLID (NUJOL MULL),condensed,mull,TRANSMISSION,1/CM,TRANSMITTANCE,3375,625.336,3929.29,CC(=O)Nc1ccc(C(C)(C)C)cc1Cl,CC(=O)Nc1ccc(C(C)(C)C)cc1Cl,NQEYFCHLAJWJIX-UHFFFAOYSA-N,C12H16ClNO,1,False,C Cl H N O,,False,15,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
C100141_1,C100141,1,data/raw/nist/jdx/C100141_1.jdx,C100141_1,C100141,4-NITROBENZYL CHLORIDE,100-14-1,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, AND 10% IN CCl4 FOR 650-250 CM^-^1) VERSUS SOLVENT",condensed,solution,TRANSMISSION,1/CM,TRANSMITTANCE,2806,422.519,3746.96,O=[N+]([O-])c1ccc(CCl)cc1,O=[N+]([O-])c1ccc(CCl)cc1,KGCNHWXDPDPSBV-UHFFFAOYSA-N,C7H6ClNO2,1,False,C Cl H N O,,False,11,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
C100141_2,C100141,2,data/raw/nist/jdx/C100141_2.jdx,C100141_2,C100141,"Toluene, Alpha-chloro-p-nitro",100-14-1,COBLENTZ,PERKIN-ELMER 521 (GRATING),1966/07/22,2,SOLID (2.0 mg / 300 mg KBr DISC),condensed,kbr,,1/CM,TRANSMITTANCE,3535,378.0,3912.0,O=[N+]([O-])c1ccc(CCl)cc1,O=[N+]([O-])c1ccc(CCl)cc1,KGCNHWXDPDPSBV-UHFFFAOYSA-N,C7H6ClNO2,1,False,C Cl H N O,,False,11,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
C100144294_0,C100144294,0,data/raw/nist/jdx/C100144294_0.jdx,C100144294_0,C100144294,CYCLOPENTYLETHYNYLMETHYL CARBINOL,100144-29-4,COBLENTZ,"Not specified, most likely a grating spectrometer.","Not specified, most likely prior to 1970",4,,unknown,,TRANSMISSION,MICROMETERS,TRANSMITTANCE,1865,647.2575696772774,4955.401387512389,C#CC(C)(O)C1CCCC1,C#CC(C)(O)C1CCCC1,POUOCSXBRGBQME-UHFFFAOYSA-N,C9H14O,1,False,C H O,,False,10,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
C100144932_0,C100144932,0,data/raw/nist/jdx/C100144932_0.jdx,C100144932_0,C100144932,METHYLDICYCLOPROPYLGLYCOLATE,100144-93-2,COBLENTZ,PERKIN-ELMER,"Not specified, most likely prior to 1970",4,LIQUID,condensed,liquid,TRANSMISSION,MICROMETERS,TRANSMITTANCE,1968,646.036565669617,4982.5610363726955,COC(=O)C(O)(C1CC1)C1CC1,COC(=O)C(O)(C1CC1)C1CC1,OGSXJBSVCOSDQU-UHFFFAOYSA-N,C9H14O3,1,False,C H O,,False,12,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C100163_0,C100163,0,data/raw/nist/jdx/C100163_0.jdx,C100163_0,C100163,p-NITROPHENYL HYDRAZINE,100-16-3,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,,unknown,,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2027,629.5643414756988,4916.420845624386,NNc1ccc([N+](=O)[O-])cc1,NNc1ccc([N+](=O)[O-])cc1,KMVPXBDOWDXXEN-UHFFFAOYSA-N,C6H7N3O2,1,False,C H N O,,False,11,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
C10017115_0,C10017115,0,data/raw/nist/jdx/C10017115_0.jdx,C10017115_0,C10017115,"2-PROPEN-1-AMINE, HYDROCHLORIDE",10017-11-5,COBLENTZ,PERKIN-ELMER 157,1972/07/26,2,SOLID (KBr DISC),condensed,kbr,TRANSMISSION,1/CM,TRANSMITTANCE,3334,667.0,4000.0,C=CCN.Cl,C=CCN.Cl,MLGWTHRHHANFCC-UHFFFAOYSA-N,C3H8ClN,2,True,C Cl H N,,False,5,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
C10017375_0,C10017375,0,data/raw/nist/jdx/C10017375_0.jdx,C10017375_0,C10017375,TERT-BUTYL AMINE HYDROCHLORIDE,10017-37-5,COBLENTZ,PERKIN-ELMER,"Not specified, most likely prior to 1970",4,SOLID (ARNEEL C MULL); COMPENSATED,condensed,mull,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2189,649.18624504184,4940.711462450593,CC(C)(C)N.Cl,CC(C)(C)N.Cl,DLDIDQIZPBIVNQ-UHFFFAOYSA-N,C4H12ClN,2,True,C Cl H N,,False,6,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
